index,surah_no,surah_name_en,surah_name_ar,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,juz_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,no_of_word_ayah,top_1_similar_text,top_1_similar_ayah,top_1_similar_surah,top_1_similarity_score,top_2_similar_text,top_2_similar_ayah,top_2_similar_surah,top_2_similarity_score,top_3_similar_text,top_3_similar_ayah,top_3_similar_surah,top_3_similarity_score,top_4_similar_text,top_4_similar_ayah,top_4_similar_surah,top_4_similarity_score,top_5_similar_text,top_5_similar_ayah,top_5_similar_surah,top_5_similarity_score,ayah_ar_no_tashkeel
4704,51,The Winnowing Winds,الذاريات,30,4705,قَالُوا۟ كَذَٰلِكِ قَالَ رَبُّكِ ۖ إِنَّهُۥ هُوَ ٱلْحَكِيمُ ٱلْعَلِيمُ,"They replied, “Such has your Lord decreed. He is truly the All-Wise, All-Knowing.”",26,208,60,6236,Meccan,9,وَلَقَدْ رَءَاهُ بِٱلْأُفُقِ ٱلْمُبِينِ,23,81,0.9938464760780334,يَوْمَ يَسْمَعُونَ ٱلصَّيْحَةَ بِٱلْحَقِّ ۚ ذَٰلِكَ يَوْمُ ٱلْخُرُوجِ,42,50,0.9937151074409484,إِذْ نَادَىٰهُ رَبُّهُۥ بِٱلْوَادِ ٱلْمُقَدَّسِ طُوًى,16,79,0.9933149218559264,رَّبِّ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ٱلرَّحْمَٰنِ ۖ لَا يَمْلِكُونَ مِنْهُ خِطَابًۭا,37,78,0.9932868480682372,قُلْ هُوَ ٱلرَّحْمَٰنُ ءَامَنَّا بِهِۦ وَعَلَيْهِ تَوَكَّلْنَا ۖ فَسَتَعْلَمُونَ مَنْ هُوَ فِى ضَلَٰلٍۢ مُّبِينٍۢ,29,67,0.9929195642471312,قالوا كذلك قال ربك  إنه هو لحكيم لعليم
4705,51,The Winnowing Winds,الذاريات,31,4706,۞ قَالَ فَمَا خَطْبُكُمْ أَيُّهَا ٱلْمُرْسَلُونَ,"˹Later,˺ Abraham asked, “What is your mission, O  messengers?”",27,209,60,6236,Meccan,6,ثُمَّ إِنَّكُمْ أَيُّهَا ٱلضَّآلُّونَ ٱلْمُكَذِّبُونَ,51,56,0.9935173988342284,وَمَآ أَدْرَىٰكَ مَا يَوْمُ ٱلدِّينِ,17,82,0.9916727542877196,قُلْ تَرَبَّصُوا۟ فَإِنِّى مَعَكُم مِّنَ ٱلْمُتَرَبِّصِينَ,31,52,0.9915742874145508,ثُمَّ مَآ أَدْرَىٰكَ مَا يَوْمُ ٱلدِّينِ,18,82,0.9914571642875672,وَمَآ أَدْرَىٰكَ مَا ٱلطَّارِقُ,2,86,0.991333782672882, قال فما خطبكم أيها لمرسلون
4706,51,The Winnowing Winds,الذاريات,32,4707,قَالُوٓا۟ إِنَّآ أُرْسِلْنَآ إِلَىٰ قَوْمٍۢ مُّجْرِمِينَ,"They replied, “We have actually been sent to a wicked people,",27,209,60,6236,Meccan,6,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ حَاصِبًا إِلَّآ ءَالَ لُوطٍۢ ۖ نَّجَّيْنَٰهُم بِسَحَرٍۢ,34,54,0.9892059564590454,وَقَوْمَ نُوحٍۢ مِّن قَبْلُ ۖ إِنَّهُمْ كَانُوا۟ قَوْمًۭا فَٰسِقِينَ,46,51,0.9886130690574646,وَإِنَّا لَنَعْلَمُ أَنَّ مِنكُم مُّكَذِّبِينَ,49,69,0.9884083271026612,ثُمَّ إِنِّى دَعَوْتُهُمْ جِهَارًۭا,8,71,0.9883867502212524,فَلَمَّا رَأَوْهَا قَالُوٓا۟ إِنَّا لَضَآلُّونَ,26,68,0.9883719086647034,قالوٓا إنآ أرسلنآ إلى قوم مجرمين
4707,51,The Winnowing Winds,الذاريات,33,4708,لِنُرْسِلَ عَلَيْهِمْ حِجَارَةًۭ مِّن طِينٍۢ,"to send upon them stones of ˹baked˺ clay,",27,209,60,6236,Meccan,5,أَلَمْ نَخْلُقكُّم مِّن مَّآءٍۢ مَّهِينٍۢ,20,77,0.9839206337928772,تَرْمِيهِم بِحِجَارَةٍۢ مِّن سِجِّيلٍۢ,4,105,0.9814038872718812,وَجَعَلْنَا فِيهَا رَوَٰسِىَ شَٰمِخَٰتٍۢ وَأَسْقَيْنَٰكُم مَّآءًۭ فُرَاتًۭا,27,77,0.9812064170837402,يَطُوفُونَ بَيْنَهَا وَبَيْنَ حَمِيمٍ ءَانٍۢ,44,55,0.9809686541557312,يُرْسَلُ عَلَيْكُمَا شُوَاظٌۭ مِّن نَّارٍۢ وَنُحَاسٌۭ فَلَا تَنتَصِرَانِ,35,55,0.980702579021454,لنرسل عليهم حجارة من طين
4708,51,The Winnowing Winds,الذاريات,34,4709,مُّسَوَّمَةً عِندَ رَبِّكَ لِلْمُسْرِفِينَ,marked by your Lord for the transgressors.”,27,209,60,6236,Meccan,4,نَحْنُ جَعَلْنَٰهَا تَذْكِرَةًۭ وَمَتَٰعًۭا لِّلْمُقْوِينَ,73,56,0.9925845265388488,وَإِنَّ لَكَ لَأَجْرًا غَيْرَ مَمْنُونٍۢ,3,68,0.9913333654403688,فَمَا تَنفَعُهُمْ شَفَٰعَةُ ٱلشَّٰفِعِينَ,48,74,0.9912768602371216,إِنَّ بَطْشَ رَبِّكَ لَشَدِيدٌ,12,85,0.9911929965019226,تَجْرِى بِأَعْيُنِنَا جَزَآءًۭ لِّمَن كَانَ كُفِرَ,14,54,0.991120219230652,مسومة عند ربك للمسرفين
4709,51,The Winnowing Winds,الذاريات,35,4710,فَأَخْرَجْنَا مَن كَانَ فِيهَا مِنَ ٱلْمُؤْمِنِينَ,Then ˹before the torment˺ We evacuated the believers from the city.,27,209,60,6236,Meccan,6,فَتَوَلَّ عَنْهُمْ ۘ يَوْمَ يَدْعُ ٱلدَّاعِ إِلَىٰ شَىْءٍۢ نُّكُرٍ,6,54,0.988479733467102,ثُمَّ مَآ أَدْرَىٰكَ مَا يَوْمُ ٱلدِّينِ,18,82,0.988231122493744,قُلْ تَرَبَّصُوا۟ فَإِنِّى مَعَكُم مِّنَ ٱلْمُتَرَبِّصِينَ,31,52,0.9878786206245422,وَمَآ أَدْرَىٰكَ مَا يَوْمُ ٱلدِّينِ,17,82,0.9878622889518738,وَأَمَّآ إِن كَانَ مِنَ ٱلْمُكَذِّبِينَ ٱلضَّآلِّينَ,92,56,0.9877663850784302,فأخرجنا من كان فيها من لمؤمنين
4710,51,The Winnowing Winds,الذاريات,36,4711,فَمَا وَجَدْنَا فِيهَا غَيْرَ بَيْتٍۢ مِّنَ ٱلْمُسْلِمِينَ,But We only found one family that had submitted ˹to Allah˺.,27,209,60,6236,Meccan,7,ثُمَّ لَقَطَعْنَا مِنْهُ ٱلْوَتِينَ,46,69,0.991329789161682,أَءِذَا مِتْنَا وَكُنَّا تُرَابًۭا ۖ ذَٰلِكَ رَجْعٌۢ بَعِيدٌۭ,3,50,0.99118310213089,وَأَنزَلْنَا مِنَ ٱلْمُعْصِرَٰتِ مَآءًۭ ثَجَّاجًۭا,14,78,0.9906773567199708,وَأَنَّهُۥٓ أَهْلَكَ عَادًا ٱلْأُولَىٰ,50,53,0.9900737404823304,فَرَّتْ مِن قَسْوَرَةٍۭ,51,74,0.9898403882980348,فما وجدنا فيها غير بيت من لمسلمين
4711,51,The Winnowing Winds,الذاريات,37,4712,وَتَرَكْنَا فِيهَآ ءَايَةًۭ لِّلَّذِينَ يَخَافُونَ ٱلْعَذَابَ ٱلْأَلِيمَ,And We have left a sign there ˹as a lesson˺ for those who fear the painful punishment.,27,209,60,6236,Meccan,7,وَلَقَدْ عَلِمْتُمُ ٱلنَّشْأَةَ ٱلْأُولَىٰ فَلَوْلَا تَذَكَّرُونَ,62,56,0.9920005798339844,فَكَيْفَ تَتَّقُونَ إِن كَفَرْتُمْ يَوْمًۭا يَجْعَلُ ٱلْوِلْدَٰنَ شِيبًا,17,73,0.9914246797561646,هَٰذَا نَذِيرٌۭ مِّنَ ٱلنُّذُرِ ٱلْأُولَىٰٓ,56,53,0.9913281202316284,فَكَانَ عَٰقِبَتَهُمَآ أَنَّهُمَا فِى ٱلنَّارِ خَٰلِدَيْنِ فِيهَا ۚ وَذَٰلِكَ جَزَٰٓؤُا۟ ٱلظَّٰلِمِينَ,17,59,0.9913261532783508,وَلَقَدْ زَيَّنَّا ٱلسَّمَآءَ ٱلدُّنْيَا بِمَصَٰبِيحَ وَجَعَلْنَٰهَا رُجُومًۭا لِّلشَّيَٰطِينِ ۖ وَأَعْتَدْنَا لَهُمْ عَذَابَ ٱلسَّعِيرِ,5,67,0.9912061095237732,وتركنا فيهآ ءاية للذين يخافون لعذاب لأليم
4712,51,The Winnowing Winds,الذاريات,38,4713,وَفِى مُوسَىٰٓ إِذْ أَرْسَلْنَٰهُ إِلَىٰ فِرْعَوْنَ بِسُلْطَٰنٍۢ مُّبِينٍۢ,"And in ˹the story of˺ Moses ˹was another lesson,˺ when We sent him to Pharaoh with compelling proof,",27,209,60,6236,Meccan,8,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ حَاصِبًا إِلَّآ ءَالَ لُوطٍۢ ۖ نَّجَّيْنَٰهُم بِسَحَرٍۢ,34,54,0.9934085607528688,أَمْ أَمِنتُم مَّن فِى ٱلسَّمَآءِ أَن يُرْسِلَ عَلَيْكُمْ حَاصِبًۭا ۖ فَسَتَعْلَمُونَ كَيْفَ نَذِيرِ,17,67,0.992501437664032,قَالُوا۟ يَٰقَوْمَنَآ إِنَّا سَمِعْنَا كِتَٰبًا أُنزِلَ مِنۢ بَعْدِ مُوسَىٰ مُصَدِّقًۭا لِّمَا بَيْنَ يَدَيْهِ يَهْدِىٓ إِلَى ٱلْحَقِّ وَإِلَىٰ طَرِيقٍۢ مُّسْتَقِيمٍۢ,30,46,0.9924596548080444,أَمْ لَهُمْ سُلَّمٌۭ يَسْتَمِعُونَ فِيهِ ۖ فَلْيَأْتِ مُسْتَمِعُهُم بِسُلْطَٰنٍۢ مُّبِينٍ,38,52,0.992283284664154,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ رِيحًۭا صَرْصَرًۭا فِى يَوْمِ نَحْسٍۢ مُّسْتَمِرٍّۢ,19,54,0.9919936656951904,وفى موسىٓ إذ أرسلنه إلى فرعون بسلطن مبين
4713,51,The Winnowing Winds,الذاريات,39,4714,فَتَوَلَّىٰ بِرُكْنِهِۦ وَقَالَ سَٰحِرٌ أَوْ مَجْنُونٌۭ,"but Pharaoh was carried away by his power, saying ˹of Moses˺, “A magician or a madman!”",27,209,60,6236,Meccan,6,فَذَكِّرْ فَمَآ أَنتَ بِنِعْمَتِ رَبِّكَ بِكَاهِنٍۢ وَلَا مَجْنُونٍ,29,52,0.9937658309936525,فَقَالَ إِنْ هَٰذَآ إِلَّا سِحْرٌۭ يُؤْثَرُ,24,74,0.9924812316894532,فَدَعَا رَبَّهُۥٓ أَنِّى مَغْلُوبٌۭ فَٱنتَصِرْ,10,54,0.9917041659355164,أَءُلْقِىَ ٱلذِّكْرُ عَلَيْهِ مِنۢ بَيْنِنَا بَلْ هُوَ كَذَّابٌ أَشِرٌۭ,25,54,0.9914594888687134,فَرَاغَ إِلَىٰٓ أَهْلِهِۦ فَجَآءَ بِعِجْلٍۢ سَمِينٍۢ,26,51,0.991416335105896,فتولى بركنه وقال سحر أو مجنون
4714,51,The Winnowing Winds,الذاريات,40,4715,فَأَخَذْنَٰهُ وَجُنُودَهُۥ فَنَبَذْنَٰهُمْ فِى ٱلْيَمِّ وَهُوَ مُلِيمٌۭ,"So We seized him and his soldiers, casting them into the sea while he was blameworthy.",27,209,60,6236,Meccan,7,فَعَصَىٰ فِرْعَوْنُ ٱلرَّسُولَ فَأَخَذْنَٰهُ أَخْذًۭا وَبِيلًۭا,16,73,0.9953458905220032,وَنَزَّلْنَا مِنَ ٱلسَّمَآءِ مَآءًۭ مُّبَٰرَكًۭا فَأَنۢبَتْنَا بِهِۦ جَنَّٰتٍۢ وَحَبَّ ٱلْحَصِيدِ,9,50,0.994862973690033,فَرَاغَ إِلَىٰٓ أَهْلِهِۦ فَجَآءَ بِعِجْلٍۢ سَمِينٍۢ,26,51,0.9946987628936768,وَإِذْ أَسَرَّ ٱلنَّبِىُّ إِلَىٰ بَعْضِ أَزْوَٰجِهِۦ حَدِيثًۭا فَلَمَّا نَبَّأَتْ بِهِۦ وَأَظْهَرَهُ ٱللَّهُ عَلَيْهِ عَرَّفَ بَعْضَهُۥ وَأَعْرَضَ عَنۢ بَعْضٍۢ ۖ فَلَمَّا نَبَّأَهَا بِهِۦ قَالَتْ مَنْ أَنۢبَأَكَ هَٰذَا ۖ قَالَ نَبَّأَنِىَ ٱلْعَلِيمُ ٱلْخَبِيرُ,3,66,0.9945784211158752,يَٰٓأَيُّهَا ٱلْإِنسَٰنُ إِنَّكَ كَادِحٌ إِلَىٰ رَبِّكَ كَدْحًۭا فَمُلَٰقِيهِ,6,84,0.9944226741790771,فأخذنه وجنوده فنبذنهم فى ليم وهو مليم
4715,51,The Winnowing Winds,الذاريات,41,4716,وَفِى عَادٍ إِذْ أَرْسَلْنَا عَلَيْهِمُ ٱلرِّيحَ ٱلْعَقِيمَ,"And in ˹the story of˺ ’ad ˹was another lesson,˺ when We sent against them the devastating wind.",27,209,60,6236,Meccan,7,مُّهْطِعِينَ إِلَى ٱلدَّاعِ ۖ يَقُولُ ٱلْكَٰفِرُونَ هَٰذَا يَوْمٌ عَسِرٌۭ,8,54,0.9938106536865234,وَمَا نَقَمُوا۟ مِنْهُمْ إِلَّآ أَن يُؤْمِنُوا۟ بِٱللَّهِ ٱلْعَزِيزِ ٱلْحَمِيدِ,8,85,0.993773341178894,قُلْ أَرَءَيْتُمْ إِن كَانَ مِنْ عِندِ ٱللَّهِ وَكَفَرْتُم بِهِۦ وَشَهِدَ شَاهِدٌۭ مِّنۢ بَنِىٓ إِسْرَٰٓءِيلَ عَلَىٰ مِثْلِهِۦ فَـَٔامَنَ وَٱسْتَكْبَرْتُمْ ۖ إِنَّ ٱللَّهَ لَا يَهْدِى ٱلْقَوْمَ ٱلظَّٰلِمِينَ,10,46,0.993578851222992,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ صَيْحَةًۭ وَٰحِدَةًۭ فَكَانُوا۟ كَهَشِيمِ ٱلْمُحْتَظِرِ,31,54,0.9934719204902648,قُلْ أُوحِىَ إِلَىَّ أَنَّهُ ٱسْتَمَعَ نَفَرٌۭ مِّنَ ٱلْجِنِّ فَقَالُوٓا۟ إِنَّا سَمِعْنَا قُرْءَانًا عَجَبًۭا,1,72,0.9934034943580629,وفى عاد إذ أرسلنا عليهم لريح لعقيم
4716,51,The Winnowing Winds,الذاريات,42,4717,مَا تَذَرُ مِن شَىْءٍ أَتَتْ عَلَيْهِ إِلَّا جَعَلَتْهُ كَٱلرَّمِيمِ,There was nothing it came upon that it did not reduce to ashes.,27,209,60,6236,Meccan,9,يَٰٓأَيُّهَا ٱلْإِنسَٰنُ إِنَّكَ كَادِحٌ إِلَىٰ رَبِّكَ كَدْحًۭا فَمُلَٰقِيهِ,6,84,0.9947768449783324,فَأَمَّا مَنْ أُوتِىَ كِتَٰبَهُۥ بِيَمِينِهِۦ فَيَقُولُ هَآؤُمُ ٱقْرَءُوا۟ كِتَٰبِيَهْ,19,69,0.9934954047203064,إِنَّآ أَنذَرْنَٰكُمْ عَذَابًۭا قَرِيبًۭا يَوْمَ يَنظُرُ ٱلْمَرْءُ مَا قَدَّمَتْ يَدَاهُ وَيَقُولُ ٱلْكَافِرُ يَٰلَيْتَنِى كُنتُ تُرَٰبًۢا,40,78,0.9932550191879272,فَذَكِّرْ فَمَآ أَنتَ بِنِعْمَتِ رَبِّكَ بِكَاهِنٍۢ وَلَا مَجْنُونٍ,29,52,0.9932074546813964,وَٱلْأَرْضَ مَدَدْنَٰهَا وَأَلْقَيْنَا فِيهَا رَوَٰسِىَ وَأَنۢبَتْنَا فِيهَا مِن كُلِّ زَوْجٍۭ بَهِيجٍۢ,7,50,0.992955446243286,ما تذر من شىء أتت عليه إلا جعلته كلرميم
4717,51,The Winnowing Winds,الذاريات,43,4718,وَفِى ثَمُودَ إِذْ قِيلَ لَهُمْ تَمَتَّعُوا۟ حَتَّىٰ حِينٍۢ,"And in ˹the story of˺ Thamûd ˹was another lesson,˺ when they were told, “Enjoy yourselves ˹only˺ for a ˹short˺ while.”",27,209,60,6236,Meccan,8,حَتَّىٰٓ أَتَىٰنَا ٱلْيَقِينُ,47,74,0.9904472827911376,إِذَآ أُلْقُوا۟ فِيهَا سَمِعُوا۟ لَهَا شَهِيقًۭا وَهِىَ تَفُورُ,7,67,0.9892030954360962,لَّيْسَ لَهُمْ طَعَامٌ إِلَّا مِن ضَرِيعٍۢ,6,88,0.9890314340591432,أَلَمْ يَأْتِكُمْ نَبَؤُا۟ ٱلَّذِينَ كَفَرُوا۟ مِن قَبْلُ فَذَاقُوا۟ وَبَالَ أَمْرِهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌۭ,5,64,0.987712562084198,قَالَ أَوْسَطُهُمْ أَلَمْ أَقُل لَّكُمْ لَوْلَا تُسَبِّحُونَ,28,68,0.9876770973205566,وفى ثمود إذ قيل لهم تمتعوا حتى حين
4718,51,The Winnowing Winds,الذاريات,44,4719,فَعَتَوْا۟ عَنْ أَمْرِ رَبِّهِمْ فَأَخَذَتْهُمُ ٱلصَّٰعِقَةُ وَهُمْ يَنظُرُونَ,"Still they persisted in defying the commands of their Lord, so they were overtaken by a ˹mighty˺ blast while they were looking on.",27,209,60,6236,Meccan,8,قُلْ أُوحِىَ إِلَىَّ أَنَّهُ ٱسْتَمَعَ نَفَرٌۭ مِّنَ ٱلْجِنِّ فَقَالُوٓا۟ إِنَّا سَمِعْنَا قُرْءَانًا عَجَبًۭا,1,72,0.9934500455856324,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ صَيْحَةًۭ وَٰحِدَةًۭ فَكَانُوا۟ كَهَشِيمِ ٱلْمُحْتَظِرِ,31,54,0.9931482076644896,فَٱصْبِرْ كَمَا صَبَرَ أُو۟لُوا۟ ٱلْعَزْمِ مِنَ ٱلرُّسُلِ وَلَا تَسْتَعْجِل لَّهُمْ ۚ كَأَنَّهُمْ يَوْمَ يَرَوْنَ مَا يُوعَدُونَ لَمْ يَلْبَثُوٓا۟ إِلَّا سَاعَةًۭ مِّن نَّهَارٍۭ ۚ بَلَٰغٌۭ ۚ فَهَلْ يُهْلَكُ إِلَّا ٱلْقَوْمُ ٱلْفَٰسِقُونَ,35,46,0.993121862411499,وَإِن يَكَادُ ٱلَّذِينَ كَفَرُوا۟ لَيُزْلِقُونَكَ بِأَبْصَٰرِهِمْ لَمَّا سَمِعُوا۟ ٱلذِّكْرَ وَيَقُولُونَ إِنَّهُۥ لَمَجْنُونٌۭ,51,68,0.993066906929016,فَأَخَذْنَٰهُ وَجُنُودَهُۥ فَنَبَذْنَٰهُمْ فِى ٱلْيَمِّ وَهُوَ مُلِيمٌۭ,40,51,0.9928483366966248,فعتوا عن أمر ربهم فأخذتهم لصعقة وهم ينظرون
4719,51,The Winnowing Winds,الذاريات,45,4720,فَمَا ٱسْتَطَٰعُوا۟ مِن قِيَامٍۢ وَمَا كَانُوا۟ مُنتَصِرِينَ,"Then they were not able to rise up, nor were they helped.",27,209,60,6236,Meccan,7,فَمَا لَهُمْ عَنِ ٱلتَّذْكِرَةِ مُعْرِضِينَ,49,74,0.992055356502533,فَمَالِ ٱلَّذِينَ كَفَرُوا۟ قِبَلَكَ مُهْطِعِينَ,36,70,0.9906717538833618,وَلَوْ قَٰتَلَكُمُ ٱلَّذِينَ كَفَرُوا۟ لَوَلَّوُا۟ ٱلْأَدْبَٰرَ ثُمَّ لَا يَجِدُونَ وَلِيًّۭا وَلَا نَصِيرًۭا,22,48,0.989080846309662,كَلَّآ إِنَّهُمْ عَن رَّبِّهِمْ يَوْمَئِذٍۢ لَّمَحْجُوبُونَ,15,83,0.989057958126068,أُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلْجَنَّةِ خَٰلِدِينَ فِيهَا جَزَآءًۢ بِمَا كَانُوا۟ يَعْمَلُونَ,14,46,0.9887816309928894,فما ستطعوا من قيام وما كانوا منتصرين
4720,51,The Winnowing Winds,الذاريات,46,4721,وَقَوْمَ نُوحٍۢ مِّن قَبْلُ ۖ إِنَّهُمْ كَانُوا۟ قَوْمًۭا فَٰسِقِينَ,And the people of Noah ˹had also been destroyed˺ earlier. They were truly a rebellious people.,27,209,60,6236,Meccan,9,وَقَوْمَ نُوحٍۢ مِّن قَبْلُ ۖ إِنَّهُمْ كَانُوا۟ هُمْ أَظْلَمَ وَأَطْغَىٰ,52,53,0.9948597550392152,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍۢ وَأَصْحَٰبُ ٱلرَّسِّ وَثَمُودُ,12,50,0.9916189908981324,وَإِذَا حُشِرَ ٱلنَّاسُ كَانُوا۟ لَهُمْ أَعْدَآءًۭ وَكَانُوا۟ بِعِبَادَتِهِمْ كَٰفِرِينَ,6,46,0.9908350706100464,إِنَّآ أَرْسَلْنَا عَلَيْهِمْ حَاصِبًا إِلَّآ ءَالَ لُوطٍۢ ۖ نَّجَّيْنَٰهُم بِسَحَرٍۢ,34,54,0.9907470345497132,أَلَمْ يَأْتِكُمْ نَبَؤُا۟ ٱلَّذِينَ كَفَرُوا۟ مِن قَبْلُ فَذَاقُوا۟ وَبَالَ أَمْرِهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌۭ,5,64,0.9905455708503724,وقوم نوح من قبل  إنهم كانوا قوما فسقين
4721,51,The Winnowing Winds,الذاريات,47,4722,وَٱلسَّمَآءَ بَنَيْنَٰهَا بِأَيْي۟دٍۢ وَإِنَّا لَمُوسِعُونَ,"We built the universe with ˹great˺ might, and We are certainly expanding ˹it˺.",27,209,60,6236,Meccan,5,وَٱللَّهُ أَنۢبَتَكُم مِّنَ ٱلْأَرْضِ نَبَاتًۭا,17,71,0.9933451414108276,فَلَآ أُقْسِمُ بِٱلْخُنَّسِ,15,81,0.9930906295776368,إِنَّا بَلَوْنَٰهُمْ كَمَا بَلَوْنَآ أَصْحَٰبَ ٱلْجَنَّةِ إِذْ أَقْسَمُوا۟ لَيَصْرِمُنَّهَا مُصْبِحِينَ,17,68,0.9930351972579956,وَأَلَّوِ ٱسْتَقَٰمُوا۟ عَلَى ٱلطَّرِيقَةِ لَأَسْقَيْنَٰهُم مَّآءً غَدَقًۭا,16,72,0.9926204085350036,خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ وَصَوَّرَكُمْ فَأَحْسَنَ صُوَرَكُمْ ۖ وَإِلَيْهِ ٱلْمَصِيرُ,3,64,0.992606282234192,ولسمآء بنينها بأييد وإنا لموسعون
4722,51,The Winnowing Winds,الذاريات,48,4723,وَٱلْأَرْضَ فَرَشْنَٰهَا فَنِعْمَ ٱلْمَٰهِدُونَ,"As for the earth, We spread it out. How superbly did We smooth it out!",27,209,60,6236,Meccan,4,وَٱللَّهُ أَنۢبَتَكُم مِّنَ ٱلْأَرْضِ نَبَاتًۭا,17,71,0.9934768676757812,فَٱعْتَرَفُوا۟ بِذَنۢبِهِمْ فَسُحْقًۭا لِّأَصْحَٰبِ ٱلسَّعِيرِ,11,67,0.9933292269706726,خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ بِٱلْحَقِّ وَصَوَّرَكُمْ فَأَحْسَنَ صُوَرَكُمْ ۖ وَإِلَيْهِ ٱلْمَصِيرُ,3,64,0.9930834174156188,فَٱلْعَٰصِفَٰتِ عَصْفًۭا,2,77,0.993051052093506,وَٱلنَّخْلَ بَاسِقَٰتٍۢ لَّهَا طَلْعٌۭ نَّضِيدٌۭ,10,50,0.9929976463317872,ولأرض فرشنها فنعم لمهدون
4723,51,The Winnowing Winds,الذاريات,49,4724,وَمِن كُلِّ شَىْءٍ خَلَقْنَا زَوْجَيْنِ لَعَلَّكُمْ تَذَكَّرُونَ,And We created pairs of all things so perhaps you would be mindful.,27,209,60,6236,Meccan,7,إِنَّا كُلَّ شَىْءٍ خَلَقْنَٰهُ بِقَدَرٍۢ,49,54,0.9899879693984984,كَلَّآ ۖ إِنَّا خَلَقْنَٰهُم مِّمَّا يَعْلَمُونَ,39,70,0.9894729256629944,لَقَدْ خَلَقْنَا ٱلْإِنسَٰنَ فِى كَبَدٍ,4,90,0.9881064891815186,وَإِنَّكَ لَعَلَىٰ خُلُقٍ عَظِيمٍۢ,4,68,0.9870594143867492,وَلَقَدْ خَلَقْنَا ٱلسَّمَٰوَٰتِ وَٱلْأَرْضَ وَمَا بَيْنَهُمَا فِى سِتَّةِ أَيَّامٍۢ وَمَا مَسَّنَا مِن لُّغُوبٍۢ,38,50,0.9869263768196106,ومن كل شىء خلقنا زوجين لعلكم تذكرون
4724,51,The Winnowing Winds,الذاريات,50,4725,فَفِرُّوٓا۟ إِلَى ٱللَّهِ ۖ إِنِّى لَكُم مِّنْهُ نَذِيرٌۭ مُّبِينٌۭ,"So ˹proclaim, O  Prophet˺: “Flee to Allah! I am truly sent by Him with a clear warning to you.",27,209,60,6236,Meccan,9,وَلَا تَجْعَلُوا۟ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ ۖ إِنِّى لَكُم مِّنْهُ نَذِيرٌۭ مُّبِينٌۭ,51,51,0.995393455028534,قُلْ إِنَّمَا ٱلْعِلْمُ عِندَ ٱللَّهِ وَإِنَّمَآ أَنَا۠ نَذِيرٌۭ مُّبِينٌۭ,26,67,0.9925888180732728,قَالَ يَٰقَوْمِ إِنِّى لَكُمْ نَذِيرٌۭ مُّبِينٌ,2,71,0.9917979836463928,أَمْ أَمِنتُم مَّن فِى ٱلسَّمَآءِ أَن يُرْسِلَ عَلَيْكُمْ حَاصِبًۭا ۖ فَسَتَعْلَمُونَ كَيْفَ نَذِيرِ,17,67,0.9917559623718262,قَالُوا۟ بَلَىٰ قَدْ جَآءَنَا نَذِيرٌۭ فَكَذَّبْنَا وَقُلْنَا مَا نَزَّلَ ٱللَّهُ مِن شَىْءٍ إِنْ أَنتُمْ إِلَّا فِى ضَلَٰلٍۢ كَبِيرٍۢ,9,67,0.9915075302124025,ففروٓا إلى لله  إنى لكم منه نذير مبين
